setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
21,2020,18/05/2020,24/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,1.00,1749.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2.00,18439.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,5.00,41113.00
16,2022,18/04/2022,24/04/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,2,1.00,3954.00
6,2022,07/02/2022,13/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,2.00,15273.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,2.00,29569.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,51057.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,1.00,19760.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,2.00,20038.00
15,2021,12/04/2021,18/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,8010.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,8.00,51175.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17310.00
7,2021,15/02/2021,21/02/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17918.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,3,2.00,45767.00
50,2020,07/12/2020,13/12/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8013.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,2.00,46791.00
13,2021,29/03/2021,04/04/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,3.00,17562.00
14,2020,30/03/2020,05/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,24.00,3189.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,14.00,11747.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,1,1.00,26782.00
43,2020,19/10/2020,25/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,3.00,13953.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5434.00
27,2020,29/06/2020,05/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,54703.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,1.00,8945.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,3.00,7642.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,3.00,3923.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,42867.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5034.00
1,2022,03/01/2022,09/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,3,1.00,12552.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,1,1.00,7689.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,4882.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,19.00,8881.00
14,2021,05/04/2021,11/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4476.00
47,2020,16/11/2020,22/11/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,3.00,1910.00
50,2021,13/12/2021,19/12/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,2,1.00,957.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,20337.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,4.00,11917.00
4,2022,24/01/2022,30/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,2.00,15273.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,5 a 14,2,1.00,26104.00
43,2022,24/10/2022,30/10/2022,00,No disponible,0000,No disponible,Home,70 a 79,-1,1.00,0.00
43,2021,25/10/2021,31/10/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,18405.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,3.00,50358.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,16.00,30865.00
51,2020,14/12/2020,20/12/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,9.00,10436.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,24140.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8681.00
36,2020,31/08/2020,06/09/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5532.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,6.00,18405.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,1.00,22376.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,35550.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3859.00
12,2020,16/03/2020,22/03/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,2,1.00,491.00
24,2022,13/06/2022,19/06/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,2.00,8820.00
4,2021,25/01/2021,31/01/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,26776.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47267.00
9,2021,01/03/2021,07/03/2021,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,39558.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,4.00,8747.00
29,2021,19/07/2021,25/07/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12396.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,20.00,28964.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,6.00,34629.00
12,2022,21/03/2022,27/03/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7963.00
15,2022,11/04/2022,17/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,19303.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,28964.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 44,2,1.00,140064.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,2.00,21598.00
38,2021,20/09/2021,26/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19594.00
42,2020,12/10/2020,18/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2147.00
9,2021,01/03/2021,07/03/2021,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,2.00,9401.00
49,2020,30/11/2020,06/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,3.00,6331.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,3.00,7262.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,4.00,15330.00
13,2020,23/03/2020,29/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,3.00,8605.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,29.00,6618.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,19.00,17530.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,466.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,10.00,43077.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,45812.00
28,2020,06/07/2020,12/07/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8454.00
6,2022,07/02/2022,13/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,3.00,3774.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,5.00,43077.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,2.00,117052.00
31,2022,01/08/2022,07/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11835.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,4.00,35279.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,2.00,47685.00
10,2021,08/03/2021,14/03/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,3020.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7815.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,4.00,5756.00
31,2022,01/08/2022,07/08/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,20019.00
29,2022,18/07/2022,24/07/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,45 a 59,3,1.00,13381.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,2.00,4402.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,6.00,51175.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,117052.00
32,2020,03/08/2020,09/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,5.00,15481.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,3.00,10929.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,3.00,35827.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 59,2,1.00,9315.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,2.00,30260.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,2,1.00,50044.00
53,2020,28/12/2020,03/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2147.00
14,2020,30/03/2020,05/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,12.00,19176.00
8,2021,22/02/2021,28/02/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,5.00,17562.00
29,2022,18/07/2022,24/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,15273.00
53,2020,28/12/2020,03/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,3.00,7601.00
24,2022,13/06/2022,19/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5440.00
5,2022,31/01/2022,06/02/2022,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8352.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20686.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,6.00,34787.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,5.00,18439.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,10.00,10788.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,6.00,16015.00
43,2022,24/10/2022,30/10/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,1.00,113735.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,3,1.00,78901.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8032.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1233.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12347.00
12,2020,16/03/2020,22/03/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,4.00,17763.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,9.00,18439.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1.00,16614.00
31,2021,02/08/2021,08/08/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,3.00,6424.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7274.00
43,2020,19/10/2020,25/10/2020,64,GIRONA,6400,GIRONA,Dona,45 a 59,3,1.00,51931.00
31,2022,01/08/2022,07/08/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13669.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3060.00
26,2021,28/06/2021,04/07/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13781.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,2.00,22376.00
18,2020,27/04/2020,03/05/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5424.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10856.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,4.00,41113.00
7,2022,14/02/2022,20/02/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5282.00
49,2020,30/11/2020,06/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,3.00,13425.00
10,2020,02/03/2020,08/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32618.00
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,2.00,17434.00
39,2022,26/09/2022,02/10/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6891.00
4,2022,24/01/2022,30/01/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,9.00,5282.00
43,2022,24/10/2022,30/10/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13669.00
47,2021,22/11/2021,28/11/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,3,1.00,38871.00
43,2022,24/10/2022,30/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,20578.00
28,2022,11/07/2022,17/07/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,2.00,14285.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42412.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,9.00,19979.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,35329.00
40,2020,28/09/2020,04/10/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,60 a 69,3,1.00,4434.00
52,2021,27/12/2021,02/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,1.00,8751.00
39,2021,27/09/2021,03/10/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8952.00
11,2022,14/03/2022,20/03/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,18494.00
10,2021,08/03/2021,14/03/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,1.00,1848.00
14,2020,30/03/2020,05/04/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,45 a 59,3,1.00,8248.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,7.00,34629.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,3,1.00,47424.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34588.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4476.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,10.00,30260.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,16.00,2435.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34588.00
50,2020,07/12/2020,13/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14886.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,15 a 44,4,1.00,38894.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,19979.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21598.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,7.00,17763.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8747.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,34694.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,15 a 44,2,1.00,46592.00
15,2020,06/04/2020,12/04/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,6.00,2298.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,18562.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,2.00,9828.00
6,2021,08/02/2021,14/02/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,5.00,6424.00
7,2021,15/02/2021,21/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,1.00,8751.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,3.00,42412.00
24,2022,13/06/2022,19/06/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,2,1.00,2303.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,3.00,27350.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,8.00,19979.00
13,2020,23/03/2020,29/03/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,2.00,13601.00
10,2021,08/03/2021,14/03/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,15 a 44,3,1.00,12050.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6891.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,9828.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,35827.00
48,2020,23/11/2020,29/11/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17310.00
48,2020,23/11/2020,29/11/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,8.00,3091.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,22858.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,1.00,2435.00
32,2022,08/08/2022,14/08/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,7896.00
14,2021,05/04/2021,11/04/2021,64,GIRONA,6400,GIRONA,Home,45 a 59,2,1.00,6849.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,13.00,5756.00
48,2020,23/11/2020,29/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,1.00,3515.00
28,2020,06/07/2020,12/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,74589.00
4,2022,24/01/2022,30/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5440.00
3,2021,18/01/2021,24/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7665.00
18,2022,02/05/2022,08/05/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10656.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14633.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19704.00
39,2020,21/09/2020,27/09/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17310.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,2.00,34694.00
11,2020,09/03/2020,15/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,2.00,14886.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,49176.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,57248.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2.00,17658.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,6.00,54703.00
45,2020,02/11/2020,08/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,5.00,11916.00
25,2020,15/06/2020,21/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,1.00,107049.00
2,2021,11/01/2021,17/01/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,70 a 79,3,1.00,2628.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3923.00
52,2020,21/12/2020,27/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,8.00,10412.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,4.00,34588.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,23388.00
1,2021,04/01/2021,10/01/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,2.00,8952.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Dona,45 a 59,3,3.00,51931.00
36,2021,06/09/2021,12/09/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,3,2.00,26776.00
50,2020,07/12/2020,13/12/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,2.00,17310.00
3,2021,18/01/2021,24/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,8.00,8010.00
31,2022,01/08/2022,07/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,1.00,12193.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,2,2.00,50044.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,1.00,44472.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 44,2,1.00,74428.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,12.00,32295.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,2,1.00,3405.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29569.00
8,2021,22/02/2021,28/02/2021,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1205.00
