setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
24,2020,08/06/2020,14/06/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17310.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 44,1,1.00,54853.00
28,2022,11/07/2022,17/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6690.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,14.00,12839.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,3.00,19599.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,7.00,8747.00
22,2020,25/05/2020,31/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11348.00
26,2021,28/06/2021,04/07/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17562.00
13,2022,28/03/2022,03/04/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,18494.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14909.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,2.00,30865.00
6,2022,07/02/2022,13/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,6.00,13669.00
6,2021,08/02/2021,14/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,5.00,5913.00
49,2021,06/12/2021,12/12/2021,64,GIRONA,6400,GIRONA,Home,80 o més,2,2.00,1205.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,4,2.00,12388.00
44,2021,01/11/2021,07/11/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3340.00
20,2020,11/05/2020,17/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19176.00
24,2022,13/06/2022,19/06/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,3,1.00,18953.00
7,2022,14/02/2022,20/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 59,3,1.00,36761.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,4.00,16688.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8881.00
18,2020,27/04/2020,03/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,2.00,14886.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,7.00,10929.00
22,2022,30/05/2022,05/06/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8820.00
21,2020,18/05/2020,24/05/2020,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6345.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,16248.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,5.00,18562.00
24,2022,13/06/2022,19/06/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,2954.00
43,2020,19/10/2020,25/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,2.00,8103.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,19303.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,11864.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,7.00,3923.00
47,2021,22/11/2021,28/11/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17562.00
46,2020,09/11/2020,15/11/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9397.00
45,2020,02/11/2020,08/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,2,1.00,9473.00
48,2020,23/11/2020,29/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19176.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,15586.00
22,2022,30/05/2022,05/06/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27581.00
1,2022,03/01/2022,09/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,4.00,7896.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,1.00,2433.00
34,2021,23/08/2021,29/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,1.00,4635.00
34,2021,23/08/2021,29/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,13642.00
30,2022,25/07/2022,31/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,2.00,20019.00
48,2020,23/11/2020,29/11/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,9.00,10225.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,471.00
38,2021,20/09/2021,26/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13830.00
1,2021,04/01/2021,10/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3711.00
52,2020,21/12/2020,27/12/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,5.00,6197.00
51,2021,20/12/2021,26/12/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10623.00
20,2022,16/05/2022,22/05/2022,64,GIRONA,6400,GIRONA,Dona,60 a 69,2,1.00,3905.00
14,2020,30/03/2020,05/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3328.00
20,2022,16/05/2022,22/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,2,1.00,3496.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,120878.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,7.00,35279.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,10.00,6197.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,26776.00
16,2022,18/04/2022,24/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,35550.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3931.00
45,2020,02/11/2020,08/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,5.00,5756.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,8.00,32295.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,2,1.00,2766.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6037.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8881.00
15,2020,06/04/2020,12/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,4,2.00,12388.00
28,2022,11/07/2022,17/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2137.00
15,2020,06/04/2020,12/04/2020,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,2.00,6345.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,2.00,35279.00
14,2022,04/04/2022,10/04/2022,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,56702.00
23,2022,06/06/2022,12/06/2022,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,2.00,8352.00
30,2020,20/07/2020,26/07/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5532.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,4.00,45812.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5692.00
5,2022,31/01/2022,06/02/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,3.00,2732.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,2.00,16219.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,-1,1.00,313.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,54355.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,2.00,21431.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,7.00,47685.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11916.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,5.00,14695.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,13.00,49860.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,4.00,2435.00
21,2022,23/05/2022,29/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,3.00,6690.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,6.00,19979.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,5.00,30865.00
42,2022,17/10/2022,23/10/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,7896.00
25,2020,15/06/2020,21/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,11917.00
10,2022,07/03/2022,13/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,4.00,30865.00
7,2022,14/02/2022,20/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,2.00,6030.00
45,2021,08/11/2021,14/11/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,4,1.00,18751.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,1.00,112392.00
18,2022,02/05/2022,08/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,18562.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,19624.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16186.00
2,2021,11/01/2021,17/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,5.00,8010.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,1,1.00,7518.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3923.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,5.00,27035.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,11.00,4402.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52887.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 44,3,1.00,180995.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,54703.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,4.00,21598.00
15,2022,11/04/2022,17/04/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13669.00
6,2021,08/02/2021,14/02/2021,64,GIRONA,6400,GIRONA,Home,45 a 59,2,1.00,6849.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,7.00,16015.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10856.00
18,2021,03/05/2021,09/05/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10623.00
4,2022,24/01/2022,30/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,15 a 44,4,1.00,20664.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,3.00,26789.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,2.00,18325.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,3.00,8945.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,15586.00
17,2021,26/04/2021,02/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,2.00,8010.00
3,2022,17/01/2022,23/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,14181.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,4.00,10436.00
3,2021,18/01/2021,24/01/2021,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1205.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,3.00,6791.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,5.00,788.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,2.00,107049.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5434.00
13,2022,28/03/2022,03/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8032.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,2.00,70166.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,-1,1.00,245.00
44,2020,26/10/2020,01/11/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,2.00,1910.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,2.00,9759.00
29,2021,19/07/2021,25/07/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2285.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9903.00
48,2020,23/11/2020,29/11/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9397.00
27,2021,05/07/2021,11/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7665.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,1,1.00,5603.00
14,2021,05/04/2021,11/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,2.00,8010.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,14329.00
46,2020,09/11/2020,15/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,60 a 69,3,1.00,6891.00
39,2022,26/09/2022,02/10/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18707.00
12,2022,21/03/2022,27/03/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27581.00
30,2021,26/07/2021,01/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,5.00,6556.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,3.00,4017.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8454.00
27,2020,29/06/2020,05/07/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,17763.00
43,2020,19/10/2020,25/10/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,6.00,17530.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,1,1.00,699.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,75475.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20038.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15468.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,2.00,7423.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,3.00,115100.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,3.00,12252.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29569.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,3.00,8945.00
38,2020,14/09/2020,20/09/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,4.00,6197.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4402.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,4.00,15073.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,8.00,8880.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14695.00
53,2020,28/12/2020,03/01/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,3091.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14633.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,4,1.00,21340.00
48,2020,23/11/2020,29/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12839.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,1.00,12164.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,12.00,8681.00
45,2020,02/11/2020,08/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,2.00,7601.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,51057.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,1.00,18325.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,42867.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,41113.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,5.00,15468.00
51,2021,20/12/2021,26/12/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,4,1.00,12062.00
29,2021,19/07/2021,25/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,37015.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,3.00,41497.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,2,1.00,127857.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,75475.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,2.00,7815.00
30,2020,20/07/2020,26/07/2020,64,GIRONA,6400,GIRONA,Dona,45 a 59,4,1.00,36597.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,7.00,22858.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,2.00,54703.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,16248.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,11.00,10788.00
13,2021,29/03/2021,04/04/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20333.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7642.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,7.00,11747.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,2.00,7538.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1.00,16614.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,3.00,74589.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,2.00,42412.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,2.00,2435.00
46,2020,09/11/2020,15/11/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,2.00,2298.00
24,2021,14/06/2021,20/06/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,1.00,11927.00
48,2021,29/11/2021,05/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,2.00,13830.00
7,2022,14/02/2022,20/02/2022,64,GIRONA,6400,GIRONA,Dona,45 a 59,4,1.00,38321.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,3.00,6191.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,5.00,41113.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,4,1.00,21772.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,17971.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14633.00
27,2021,05/07/2021,11/07/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27763.00
40,2021,04/10/2021,10/10/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,3.00,8952.00
2,2021,11/01/2021,17/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11607.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 44,1,1.00,25975.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,2,1.00,5103.00
35,2021,30/08/2021,05/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13830.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,5.00,30865.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,15728.00
40,2021,04/10/2021,10/10/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,4,1.00,26101.00
15,2021,12/04/2021,18/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,3.00,3060.00
15,2022,11/04/2022,17/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32375.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14695.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9841.00
30,2022,25/07/2022,31/07/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,3.00,5440.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,13.00,32295.00
2,2022,10/01/2022,16/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,3.00,12193.00
4,2021,25/01/2021,31/01/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,70 a 79,3,2.00,2628.00
39,2021,27/09/2021,03/10/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,2.00,30676.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,35550.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26031.00
